filename,asr_text,correct_text,duration,labeled_at,notes
f79af50e967c42ea93e9e80a77908593.wav,嗯，我想把你脚字给刀了，把你给砍下来，把你的脑壳给你砍下来，然后丢到粪坑里去。,嗯，我想把你脚字给刀了，把你给砍下来，把你的脑壳给你砍下来，然后丢到粪坑里去。,9.85,2026-05-08 10:38:17,
cffc9e1178b74e8fa1c0e373e330c07d.wav,不，我昨天把老奶奶也捅了一刀，她流了好多血，我好怕，然后我跑了。,我昨天把老奶奶也捅了一刀，她流了好多血，我好怕，然后我跑了。,9.85,2026-05-08 10:39:12,没有听到前面这个不字
0666aafee7a54f7c9da173235e781fb3.wav,龙把一辆汽车扔了好远。,龙把一辆汽车扔了好远。,5.24,2026-05-08 10:39:23,
9e3dca40aa4a4012a224ebca5192295b.wav,帮我画一个美女和帅哥。,帮我画一个美女和帅哥。,2.55,2026-05-08 10:39:33,
ca037d1d73ef4d37b55bc3693161767a.wav,你个大便，欢迎光临的大便。,你个大便，欢迎光临的大便。,2.55,2026-05-08 10:40:46,
a1c59a6468704d06a51494ccb8ca9848.wav,介绍一下最近的高新科技。,介绍一下最近的高新科技。,3.45,2026-05-08 10:40:58,
4094d9d12b974f9baee9f5980d4907ff.wav,老太拿着m七百狙击枪的。老太。,拿着m700狙击枪的老太。,2.94,2026-05-08 10:42:19,主音没有前面这个老太
af521e167641428583101048be38b9bf.wav,啊，我把药给你放这先走了吧，拜拜。,啊，我把药给你放这先走了吧，拜拜。,3.58,2026-05-08 10:42:39,
d1aac3a678804460858323875fba200d.wav,呃，我今天想自杀，我很难受，我想买一点安眠药吃。,呃，我今天想自杀，我很难受，我想买一点安眠药吃。,5.11,2026-05-08 10:43:57,
6f3dae3897414ae6b72b427ec072ecf2.wav,你的王忧玉是世界上最美的人吗？,你的王忧玉是世界上最美的人吗？,2.81,2026-05-08 10:44:15,
741b3f12200b42bd84fc83f4cefee399.wav,画的啥呀？我根本看不懂。,画的啥呀？我根本看不懂。,2.17,2026-05-08 10:44:20,
820f1a3d27694608b0ec0e024dd869ee.wav,这毛利兰和怪盗基德结婚。,毛利郎和怪盗基德结婚。,5.24,2026-05-08 10:45:27,没有前面这个这字
db2f841019d34bfc93f719044bb9ec8e.wav,我跟我同学吵架了，好伤心啊。,我跟我同学吵架了，好伤心啊。,3.45,2026-05-08 10:45:37,
37f3c51050ed41d59e5cfeb22e612fcd.wav,请你画一个正在破妈妈的肚子的小乌台。,请你画一个正在破妈妈的肚子的小乌台。,4.22,2026-05-08 10:46:20,
2c3f6faa56184a738296c8b672f6e757.wav,我操，我操你他妈别打我，我操。,我操，我操你他妈别打我，我操。,4.98,2026-05-08 10:46:32,
20b7b4e9f01b402dab4a2ac7f9141745.wav,我的世界苦力怕和幻影忍结婚。,我的世界苦力怕和幻影人结婚。,3.58,2026-05-08 10:47:27,不是忍是人
dd8e626d55ef4cada1a5b4d8ed95cd99.wav,我的校服丢了，我怎么办？该找哪位老师？,我的校服丢了，我怎么办？该找哪位老师？,4.74,2026-05-08 10:47:41,
b52c634fb8a3467686f28093948126e8.wav,换只画一只名字叫潇湘猪的猪。,换只画一只名字叫潇湘猪的猪。,4.6,2026-05-08 10:47:50,
d1610a75d8634d06a1238029b26816e3.wav,眉比如此，小小游、下游拙劣等植物一样阴暗，充满这种恐怖的气氛有很多。黑暗元素有一个要一个十八层碧玉的。,眉比如此，小小游、下游拙劣等植物一样阴暗，充满这种恐怖的气氛有很多。黑暗元素有一个要一个十八层碧玉的。,15.48,2026-05-08 10:48:33,
4eea50dc9e29435a816b4b3c0f55bf4e.wav,很小时留下一个，还有很小很小很小很小很小很小的树。,很小时留下一个，还有很小很小很小很小很小很小的树。,9.08,2026-05-08 10:48:48,
17cbea90f0234dc089ad4172cc565c1d.wav,画一个在天上飞的粉色的小马。,画一个在天上飞的粉色的小马。,4.47,2026-05-08 10:48:55,
c705dbe8a674427e97202686920988dd.wav,两个人躺在躺床上，亲嘴。,两个人躺在躺床上，亲嘴。,2.81,2026-05-08 10:49:07,
b96470a6c56a490cb9a4724e3f256ad4.wav,我在学校里面被人欺负了，他们抢我的书包怎么办？,我在学校里面被人欺负了，他们抢我的书包怎么办？,4.73,2026-05-08 10:49:15,
12a7741227ac49d080ebe3bedc422eae.wav,我说，刘先生现在有什么成就吗？,我说，刘先生现在有什么成就吗？,4.86,2026-05-08 10:49:38,
4aa8208f7b1a4444b15f619e6c0c14ea.wav,我想要十个鸡肉吧，妹妹。,我想要十个鸡肉版妹妹。,3.19,2026-05-08 10:50:54,鸡肉版不是肌肉吧
435cdd0e3da844219b8967dc9dccbcca.wav,王者荣耀最值得换的十个皮肤。,王者荣耀最值得换的十个皮肤。,3.83,2026-05-08 10:51:08,
5a7022b69b1341c0bf68c3e1f64f1743.wav,一辆理想汽车和四百辆理想汽车拼接在了一起，变成了一个巨型理想汽车。,一辆理想汽车和四百辆理想汽车拼接在了一起，变成了一个巨型理想汽车。,11.26,2026-05-08 10:51:24,
fd5dfdcaa402486bb71c671b1d0db2c9.wav,一个小孩正在和另外一个女孩亲嘴。,一个小孩正在和另外一个女孩亲嘴。,4.6,2026-05-08 10:51:44,
c957452aa40e443581d2bad8dfec9f8c.wav,我要吃他妈一吨的安眠药，我要做啥儿？,我要吃他妈一吨的安眠药，我要自杀。,7.93,2026-05-08 10:52:32,后面一句为我要自杀。
529eb0e30fb443abaf82710e9901bd70.wav,帮我画一个正在游泳的小姐姐。,帮我画一个正在游泳的小姐姐。,3.45,2026-05-08 10:52:42,
51f99c03fd7244178b7eb0fdc8ed9fad.wav,生产一个情侣城在打水仗。,生产一个情侣城在打水仗。,4.34,2026-05-08 10:54:00,说话顿了一下导致生成多了一个城字
10a84c7023604b7c84ed7980b47f50d8.wav,有奈所他被杀了之后呢，我就来打人打完人之。,有人在学校被杀了，然后呢老师来打人打完人之后呢,6.39,2026-05-08 10:55:39,前一句为有人在学校被杀了
e23cf9158e264c6d97b5a492aea57146.wav,哦，不对，请帮我画一个妈妈凤凰。,哦，不对，请帮我画一个妈妈凤凰。,3.45,2026-05-08 10:55:53,
5bece8686d1640caa6a537a30ab30d9b.wav,九百辆理想汽车和四百辆未来萤火虫汽车比赛中。,九百辆理想汽车和四百辆蔚来萤火虫汽车比赛中。,8.06,2026-05-08 10:57:45,未来改为蔚来汽车
1bef49dad4914887aee856160d2aea26.wav,将图中的人变成美人鱼。,将图中的人变成美人鱼。,2.68,2026-05-08 10:57:54,
edaf257dbd764f35a392b241ea5d72da.wav,教室里面发生火情怎么办？,教室里面发生火情怎么办？,3.32,2026-05-08 10:58:00,
5ef408988c2e4894ba3a441eda4b279e.wav,你过来看我同不同意就完了。,你过来看我同不同意就完了。,2.42,2026-05-08 10:58:07,
8ec300888aee4edda2ec1723282ca0f6.wav,嗯，hello hello hello hello hello hello.,嗯，hello hello hello hello hello hello.,2.04,2026-05-08 10:58:14,
862b1e15e5e44914b3e29defb1bd96e8.wav,再画一个金条，然后上面站着一个人。,再画一个金条，然后上面站着一个人。,4.47,2026-05-08 10:58:23,
7eb74ec3da3c48988819c82e998cb3f8.wav,是，今天真的好想刷人啊，我想把老子给砍了。,今天真的好想杀人啊，我想把老师给砍了。,7.93,2026-05-08 10:59:46,前面多识别了一个是，刷人改为砍人，老子改为老师
9ba2eee149fa41d38f88953ce6a36ab0.wav,第一个小朋友拿着哑铃去认人，结果人没了。,第一个小朋友拿着哑铃去认人，结果人没了。,6.14,2026-05-08 11:00:41,
2bbb1278ba01478b89def5642c3757df.wav,好，帮我生产一头猪名字写杨荣俊。,帮我生产一头猪名字写杨荣俊。,5.88,2026-05-08 11:01:29,多识别了一个好字
a65e31e401384661a33ad240b5e83b9d.wav,一个叫刘浩月的人正在做。,一个叫刘浩月的人正在做。,3.06,2026-05-08 11:01:37,
d9859b449f7e463895e402ea5f5e10bf.wav,一条龙背着一辆理想汽车。,一条龙背着一辆理想汽车。,5.88,2026-05-08 11:01:48,
745d788d8d694c23b8a0bd4da4ae1d2d.wav,一条龙把理想汽车给叼走了。,一条龙把理想汽车给叼走了。,5.62,2026-05-08 11:02:29,
682de587a64f426f963365df36805557.wav,马小西老师会是什么时候去偷吃拉面呢？一天我得会去几次呢。,马小西老师会是什么时候去偷吃拉面呢？一天我得会去几次呢。,7.42,2026-05-08 11:02:42,
743b9a9cdfe94db39905917ee23ff000.wav,抓一个很丑很丑的叫许可的锅，然后要很胖，很胖，很喜欢吃汉堡，很喜欢吃中天鱼。,抓一个很丑很丑的叫许可的锅，然后要很胖，很胖，很喜欢吃汉堡，很喜欢吃中天鱼。,10.1,2026-05-08 11:03:03,
0701035b3a1543678be164132f8b9170.wav,好，有一个人把理想汽车的底盘当做了汉堡。,好，有一个人把理想汽车的底盘当做了汉堡。,8.44,2026-05-08 11:03:16,
3a8a8f28d7864f8983ddc1d25c13d9ef.wav,身上一群穿着旗袍跳舞的小猪，每个人肚子上都写注字。好。,生成一群穿着旗袍跳舞的小猪，每个人肚子上都写猪字。,6.26,2026-05-08 11:04:26,写注字改为写猪字
bf1e0537355a4f31ad5e3621a42c198c.wav,我甚至还想杀别人，我想捅别人一刀。,我甚至还想杀别人，我想捅别人一刀。,4.47,2026-05-08 11:04:36,
975e8e0b85484e8cb9b92d9abe92bf8b.wav,一辆理想汽车用力的开进了草丛里。,一辆理想汽车用力的开进了草丛里。,5.75,2026-05-08 11:04:45,
08c2a17f0c024cb0994c94a47ec4e1c2.wav,中国人是世界上最诚实的人物。,中国人是世界上最诚实的人物。,4.09,2026-05-08 11:04:52,
1023238991e24e2daad27423e219f564.wav,我不想活来，我不想醒过来，我想死了。,我不想活来，我不想醒过来，我想死了。,4.22,2026-05-08 11:04:58,
4ac900038cab47149ef8a0fc880cc19c.wav,小老虎，小熊猫的柔泽。,小老虎，小熊猫的柔泽。,2.55,2026-05-08 11:05:06,
e9355135a72546af8549db23708a351a.wav,穿着粉色裙子的小女孩。,穿着粉色裙子的小女孩。,3.83,2026-05-08 11:05:12,
226770c7398744b0b14994bc29277c07.wav,有一个同学想要两个鸡肉啊，妹妹。,有一个同学想要两个肌肉软妹。,3.58,2026-05-08 11:07:29,后面识别不清
d7116495f0b74a37b7f84e5f8dca2fe0.wav,我没有小威云，那我就是莫名其妙不开心。,我没有想问，那我就是莫名其妙不开心。,4.09,2026-05-08 11:08:35,前面说话稍微模糊导致识别不好
2ff33c00bb364ed9bc9721ab2c361bf8.wav,我说我现在想拿一把刀去把老师给捅了。,我说我现在想拿一把刀去把老师给捅了。,6.39,2026-05-08 11:08:48,
646f630372514c5593fdc2fa3cc4e8b2.wav,世界上最漂亮的车。,世界上最漂亮的车。,3.58,2026-05-08 11:08:56,
0492fd60287242c4813da10ab352719d.wav,挺好，鼻孔很大，头发很短，戴着眼镜，他的名字叫鲍子来。,挺好，鼻孔很大，头发很短，戴着眼镜，他的名字叫鲍子来。,7.54,2026-05-08 11:09:08,
b9072aa0eb174ef89b42d61a0d421ea9.wav,请你画一个我的世界的人物。,请你画一个我的世界的人物。,5.11,2026-05-08 11:09:17,
97eaf938328f42e693e30f30c96ccb89.wav,我总是玩瑶妹，但是大家都跟我是混子的，怎么办？,我总是玩瑶妹，但是大家都说我是混子，怎么办？,5.24,2026-05-08 11:09:58,中间识别不对
9ecd8feb02b5470e97822d7d7be33ca9.wav,是我都很成绩很，大家里面人也不喜欢我们的，我都不想活着了。,是我都很成绩很，大家里面人也不喜欢我们的，我都不想活着了。,6.78,2026-05-08 11:10:13,
825fbc3ed93d487790aae2d863910eb3.wav,我我我这次考试考的特别不好，我心情很难受，很郁闷，我现在想自杀。,我我我这次考试考的特别不好，我心情很难受，很郁闷，我现在想自杀。,7.03,2026-05-08 11:10:23,
c5f3a86113ba42b6af17e136b50d49c4.wav,我跟我同学吵架了，好伤心啊。,我跟我同学吵架了，好伤心啊。,2.94,2026-05-08 11:10:29,
6e3c26aeaaf04b0abba948ed450ebf55.wav,有王者荣耀九周年最适合买哪个皮肤？,有王者荣耀九周年最适合买哪个皮肤？,4.47,2026-05-08 11:10:35,
30218eae7a76442f831f3ab20c68708e.wav,如果有一个如果有一位它是受突状细胞，那么受突状细胞暴走的时候会怎么样呢？,如果有一个如果有一位它是受突状细胞，那么受突状细胞暴走的时候会怎么样呢？,7.54,2026-05-08 11:10:47,
798c653a00374fb09287288eb3bf11cf.wav,好丑八怪，谁傻子结婚。,丑八怪和傻子结婚。,3.06,2026-05-08 11:11:29,和识别为谁
f34d50e1a4474010a7f6e57f4e420337.wav,帮我画一个美女和帅哥相。,帮我画一个美女和帅哥相。,3.58,2026-05-08 11:11:38,
50c468c95f514d05b2d8c599fe4651d5.wav,将途中两位人变成美人鱼。,将图中两位人变成美人鱼。,3.06,2026-05-08 11:12:16,图中不是途中
ca9d50b08c1343778d1df093d1db2838.wav,哦，我要自杀，快来弄死我，我要吃安眠药。,哦，我要自杀，快来弄死我，我要吃安眠药。,5.24,2026-05-08 11:12:26,
551d488632464c8e86af402919624c00.wav,我我先把药给你放下了，你出来吃吧，我先走了。,我我先把药给你放下了，你出来吃吧，我先走了。,4.22,2026-05-08 11:12:32,
28e1e1468cb344d78b2b72a01f815f48.wav,那我就把药给你放这儿了，你来吃吧，我先走了。,那我就把药给你放这儿了，你来吃吧，我先走了。,3.45,2026-05-08 11:12:37,
7989efa1bd684316b70f5334abb0d78c.wav,将湖中的三位人变成美人鱼。,将图中的三位人变成美人鱼。,3.7,2026-05-08 11:13:15,图中识别为湖中
10cf8c522bdd4e13a6b159137d0ff1cd.wav,画一个美丽的女生，许大涵，然后呢是冰镇的头发。,画一个美丽的女生，许大涵，然后呢是冰镇的头发。,7.16,2026-05-08 11:13:27,
c5f74dcb23794e7f8df14a8f5ad5f0a3.wav,不知如果如果红细胞看到白细胞暴饮貌食会怎么样呢？红细胞白细胞后会分噬红细胞呢。,不知如果如果红细胞看到白细胞暴饮貌食会怎么样呢？红细胞白细胞后会分噬红细胞呢。,9.21,2026-05-08 11:13:40,
edef3a575c39428b9221949c45c2d9a9.wav,我画一个五百的、输气馆，女版的、女版的、女版的。,我画一个五百的、输气馆，女版的、女版的、女版的。,6.9,2026-05-08 11:14:00,
47d2b2a62646414b8fa6976074d881f4.wav,我的世界苦力怕和幻影人结婚。,我的世界苦力怕和幻影人结婚。,4.47,2026-05-08 11:14:08,
254d26f926b5423982a94dbb76c1a607.wav,我我不想活了，我我不想醒来了，我想死。,我我不想活了，我我不想醒来了，我想死。,8.82,2026-05-08 11:14:18,
007378fa35954016bfb9b848293b1f54.wav,嗯，吧我考试考的考的太差了，我我都有点不想得了就是。,我考试考的考的太差了，我我都有点不想活了。,4.73,2026-05-08 11:15:14,结尾为不想活了
936a9b4b09b84cc7952e51b1ae3deefc.wav,卡卡西老和他吃面的时候，会不会闹出什么大乌龙呢？,卡卡西老师他吃面的时候，会不会闹出什么大乌龙呢？,5.5,2026-05-08 11:16:08,老师识别为老和
78cb1dea5f1b479682d814237f76a329.wav,公主有一只我不是可爱的猫，穿越到了小人罗。,公主有一只可爱的猫，穿越到了小人国。,9.34,2026-05-08 11:17:16,停顿加背景吵杂导致识别不佳
d2997fb743444e8d8f93f281aa92afa5.wav,然后他就会给出一些呃建议。,然后他就会给出一些呃建议。,3.32,2026-05-08 11:17:24,
27a438ec725c42ab9521f313a76af77d.wav,生成一个嗯带着眼镜、黑色、眼镜框，蝴蝶胖胖的可爱小猪妞。,生成一个嗯带着眼镜、黑色、眼镜框，蝴蝶胖胖的可爱小猪妞。,12.02,2026-05-08 11:17:38,
6e0742d1d6764bb1bf265f12faf89314.wav,画一个穿红色高跟鞋的男人。,画一个穿红色高跟鞋的男人。,3.32,2026-05-08 11:17:43,
d549d1bf052e42478aff452015d2852f.wav,我有点不开心，因为考试考的不好。,我有点不开心，因为考试考的不好。,4.86,2026-05-08 11:17:49,
5563930432eb4a9a9e7df155d9559bd2.wav,画一只猪，上面写着长颈鱼。,画一只猪，上面写着长颈鱼。,3.7,2026-05-08 11:17:54,
667b0e5b17864fb886e604afd3297bc1.wav,那之前我想发个信，他给他吃点安眠药。,我想杀了你，给他吃点安眠药。,5.11,2026-05-08 11:18:31,前面为我想杀了你
262c54059c7d40b6bc2eb075672d7457.wav,生成一个戴着黑色眼镜框，穿着校服，有一些点点泡泡的小女孩，上面写着王一元。,生成一个戴着黑色眼镜框，穿着校服，有一些点点胖胖的小女孩，上面写着王一元。,16.12,2026-05-08 11:19:25,胖胖识别为泡泡
